,year,label_child,count_child,label_hapmar,count_hapmar,label_income,count_x,label_divorced,count_y
398,1973,5,52,2,293,8,115,1,126
399,1973,5,52,2,293,8,115,2,866
400,1973,5,52,2,293,9,295,1,126
401,1973,5,52,2,293,9,295,2,866
402,1973,5,52,2,293,10,142,1,126
403,1973,5,52,2,293,10,142,2,866
404,1973,5,52,2,293,11,85,1,126
405,1973,5,52,2,293,11,85,2,866
406,1973,5,52,2,293,12,72,1,126
407,1973,5,52,2,293,12,72,2,866
408,1973,5,52,3,25,1,11,1,126
409,1973,5,52,3,25,1,11,2,866
410,1973,5,52,3,25,2,38,1,126
411,1973,5,52,3,25,2,38,2,866
412,1973,5,52,3,25,3,50,1,126
413,1973,5,52,3,25,3,50,2,866
414,1973,5,52,3,25,4,46,1,126
415,1973,5,52,3,25,4,46,2,866
416,1973,5,52,3,25,5,45,1,126
417,1973,5,52,3,25,5,45,2,866
418,1973,5,52,3,25,6,30,1,126
419,1973,5,52,3,25,6,30,2,866
420,1973,5,52,3,25,7,63,1,126
421,1973,5,52,3,25,7,63,2,866
422,1973,5,52,3,25,8,115,1,126
423,1973,5,52,3,25,8,115,2,866
424,1973,5,52,3,25,9,295,1,126
425,1973,5,52,3,25,9,295,2,866
426,1973,5,52,3,25,10,142,1,126
427,1973,5,52,3,25,10,142,2,866
428,1973,5,52,3,25,11,85,1,126
429,1973,5,52,3,25,11,85,2,866
430,1973,5,52,3,25,12,72,1,126
431,1973,5,52,3,25,12,72,2,866
432,1973,6,28,1,674,1,11,1,126
433,1973,6,28,1,674,1,11,2,866
434,1973,6,28,1,674,2,38,1,126
435,1973,6,28,1,674,2,38,2,866
436,1973,6,28,1,674,3,50,1,126
437,1973,6,28,1,674,3,50,2,866
438,1973,6,28,1,674,4,46,1,126
439,1973,6,28,1,674,4,46,2,866
440,1973,6,28,1,674,5,45,1,126
441,1973,6,28,1,674,5,45,2,866
442,1973,6,28,1,674,6,30,1,126
443,1973,6,28,1,674,6,30,2,866
444,1973,6,28,1,674,7,63,1,126
445,1973,6,28,1,674,7,63,2,866
446,1973,6,28,1,674,8,115,1,126
447,1973,6,28,1,674,8,115,2,866
448,1973,6,28,1,674,9,295,1,126
449,1973,6,28,1,674,9,295,2,866
450,1973,6,28,1,674,10,142,1,126
451,1973,6,28,1,674,10,142,2,866
452,1973,6,28,1,674,11,85,1,126
453,1973,6,28,1,674,11,85,2,866
454,1973,6,28,1,674,12,72,1,126
455,1973,6,28,1,674,12,72,2,866
456,1973,6,28,2,293,1,11,1,126
457,1973,6,28,2,293,1,11,2,866
458,1973,6,28,2,293,2,38,1,126
459,1973,6,28,2,293,2,38,2,866
460,1973,6,28,2,293,3,50,1,126
461,1973,6,28,2,293,3,50,2,866
462,1973,6,28,2,293,4,46,1,126
463,1973,6,28,2,293,4,46,2,866
464,1973,6,28,2,293,5,45,1,126
465,1973,6,28,2,293,5,45,2,866
466,1973,6,28,2,293,6,30,1,126
467,1973,6,28,2,293,6,30,2,866
468,1973,6,28,2,293,7,63,1,126
469,1973,6,28,2,293,7,63,2,866
470,1973,6,28,2,293,8,115,1,126
471,1973,6,28,2,293,8,115,2,866
472,1973,6,28,2,293,9,295,1,126
473,1973,6,28,2,293,9,295,2,866
474,1973,6,28,2,293,10,142,1,126
475,1973,6,28,2,293,10,142,2,866
476,1973,6,28,2,293,11,85,1,126
477,1973,6,28,2,293,11,85,2,866
478,1973,6,28,2,293,12,72,1,126
479,1973,6,28,2,293,12,72,2,866
480,1973,6,28,3,25,1,11,1,126
481,1973,6,28,3,25,1,11,2,866
482,1973,6,28,3,25,2,38,1,126
483,1973,6,28,3,25,2,38,2,866
484,1973,6,28,3,25,3,50,1,126
485,1973,6,28,3,25,3,50,2,866
486,1973,6,28,3,25,4,46,1,126
487,1973,6,28,3,25,4,46,2,866
488,1973,6,28,3,25,5,45,1,126
489,1973,6,28,3,25,5,45,2,866
490,1973,6,28,3,25,6,30,1,126
491,1973,6,28,3,25,6,30,2,866
492,1973,6,28,3,25,7,63,1,126
493,1973,6,28,3,25,7,63,2,866
494,1973,6,28,3,25,8,115,1,126
495,1973,6,28,3,25,8,115,2,866
496,1973,6,28,3,25,9,295,1,126
497,1973,6,28,3,25,9,295,2,866
498,1973,6,28,3,25,10,142,1,126
499,1973,6,28,3,25,10,142,2,866
500,1973,6,28,3,25,11,85,1,126
501,1973,6,28,3,25,11,85,2,866
502,1973,6,28,3,25,12,72,1,126
503,1973,6,28,3,25,12,72,2,866
504,1973,7,16,1,674,1,11,1,126
505,1973,7,16,1,674,1,11,2,866
506,1973,7,16,1,674,2,38,1,126
507,1973,7,16,1,674,2,38,2,866
508,1973,7,16,1,674,3,50,1,126
509,1973,7,16,1,674,3,50,2,866
510,1973,7,16,1,674,4,46,1,126
511,1973,7,16,1,674,4,46,2,866
512,1973,7,16,1,674,5,45,1,126
513,1973,7,16,1,674,5,45,2,866
514,1973,7,16,1,674,6,30,1,126
515,1973,7,16,1,674,6,30,2,866
516,1973,7,16,1,674,7,63,1,126
517,1973,7,16,1,674,7,63,2,866
518,1973,7,16,1,674,8,115,1,126
519,1973,7,16,1,674,8,115,2,866
520,1973,7,16,1,674,9,295,1,126
521,1973,7,16,1,674,9,295,2,866
522,1973,7,16,1,674,10,142,1,126
523,1973,7,16,1,674,10,142,2,866
524,1973,7,16,1,674,11,85,1,126
525,1973,7,16,1,674,11,85,2,866
526,1973,7,16,1,674,12,72,1,126
527,1973,7,16,1,674,12,72,2,866
528,1973,7,16,2,293,1,11,1,126
529,1973,7,16,2,293,1,11,2,866
530,1973,7,16,2,293,2,38,1,126
531,1973,7,16,2,293,2,38,2,866
532,1973,7,16,2,293,3,50,1,126
533,1973,7,16,2,293,3,50,2,866
534,1973,7,16,2,293,4,46,1,126
535,1973,7,16,2,293,4,46,2,866
536,1973,7,16,2,293,5,45,1,126
537,1973,7,16,2,293,5,45,2,866
538,1973,7,16,2,293,6,30,1,126
539,1973,7,16,2,293,6,30,2,866
540,1973,7,16,2,293,7,63,1,126
541,1973,7,16,2,293,7,63,2,866
542,1973,7,16,2,293,8,115,1,126
543,1973,7,16,2,293,8,115,2,866
544,1973,7,16,2,293,9,295,1,126
545,1973,7,16,2,293,9,295,2,866
546,1973,7,16,2,293,10,142,1,126
547,1973,7,16,2,293,10,142,2,866
548,1973,7,16,2,293,11,85,1,126
549,1973,7,16,2,293,11,85,2,866
550,1973,7,16,2,293,12,72,1,126
551,1973,7,16,2,293,12,72,2,866
552,1973,7,16,3,25,1,11,1,126
553,1973,7,16,3,25,1,11,2,866
554,1973,7,16,3,25,2,38,1,126
555,1973,7,16,3,25,2,38,2,866
556,1973,7,16,3,25,3,50,1,126
557,1973,7,16,3,25,3,50,2,866
558,1973,7,16,3,25,4,46,1,126
559,1973,7,16,3,25,4,46,2,866
560,1973,7,16,3,25,5,45,1,126
561,1973,7,16,3,25,5,45,2,866
562,1973,7,16,3,25,6,30,1,126
563,1973,7,16,3,25,6,30,2,866
564,1973,7,16,3,25,7,63,1,126
565,1973,7,16,3,25,7,63,2,866
566,1973,7,16,3,25,8,115,1,126
567,1973,7,16,3,25,8,115,2,866
568,1973,7,16,3,25,9,295,1,126
569,1973,7,16,3,25,9,295,2,866
570,1973,7,16,3,25,10,142,1,126
571,1973,7,16,3,25,10,142,2,866
572,1973,7,16,3,25,11,85,1,126
573,1973,7,16,3,25,11,85,2,866
574,1973,7,16,3,25,12,72,1,126
575,1973,7,16,3,25,12,72,2,866
576,1973,8,24,1,674,1,11,1,126
577,1973,8,24,1,674,1,11,2,866
578,1973,8,24,1,674,2,38,1,126
579,1973,8,24,1,674,2,38,2,866
580,1973,8,24,1,674,3,50,1,126
581,1973,8,24,1,674,3,50,2,866
582,1973,8,24,1,674,4,46,1,126
583,1973,8,24,1,674,4,46,2,866
584,1973,8,24,1,674,5,45,1,126
585,1973,8,24,1,674,5,45,2,866
586,1973,8,24,1,674,6,30,1,126
587,1973,8,24,1,674,6,30,2,866
588,1973,8,24,1,674,7,63,1,126
589,1973,8,24,1,674,7,63,2,866
590,1973,8,24,1,674,8,115,1,126
591,1973,8,24,1,674,8,115,2,866
592,1973,8,24,1,674,9,295,1,126
593,1973,8,24,1,674,9,295,2,866
594,1973,8,24,1,674,10,142,1,126
595,1973,8,24,1,674,10,142,2,866
596,1973,8,24,1,674,11,85,1,126
597,1973,8,24,1,674,11,85,2,866
598,1973,8,24,1,674,12,72,1,126
599,1973,8,24,1,674,12,72,2,866
